#chromosome	start	end	crest	length	tcnNbrOfLoci	tcnMean	tcnNbrOfSNPs	tcnNbrOfHets	dhNbrOfLoci	map	dhMax	cluster	neighbour	distDH	errorSNP	distTcn	errorLength	totalError	minStart	maxStart	minStop	maxStop	area	peaks	meanCovT	meanCovB	tcnMeanRaw	AF	BAF	dhMean	c1Mean	c2Mean	A	B	genotype	TCN	CNA.type
15	39299910	39319963	NA	20054	355	2.17553021	355	0	93	mappable	NA	NA	NA	NA	Inf	0.06605432682	0.13994232	Inf	39299818	39300002	39319915	39320011	NA	missing	750422.61	NA	0.9473000	NA	NA	NA	NA	NA	NA	NA	NA	NA	TCNneutral
15	39319963	59909934	NA	20589974	280734	2.02648247	279678	13136	71681	mappable	0.06645000	1	NA	0.002399674380	0.00007046223	0.00438754510	0.08231998	0.08239044	39319915	39320011	59909857	59909934	0.13992332	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
15	59909935	59959986	NA	50052	960	2.16958046	956	8	217	mappable	0.07459318	8	NA	0.005769139592	0.08333333333	0.06355432682	0.12811364	0.21144697	59909935	59910012	59959969	59960003	NA	missing	729901.36	38.2604611	0.9447809	NA	NA	NA	NA	NA	NA	NA	NA	NA	TCNneutral
15	59959986	59970014	NA	10029	207	1.86730804	207	0	61	mappable	NA	NA	NA	NA	Inf	0.06444567318	0.15046769	Inf	59959969	59960003	59969984	59970044	NA	missing	678696.00	NA	0.8168000	NA	NA	NA	NA	NA	NA	NA	NA	NA	TCNneutral
15	59970014	82479795	NA	22509785	301593	2.02648247	300396	12033	74787	mappable	0.06992500	1	NA	0.002607754764	0.00007558579	0.00297778434	0.08188650	0.08196209	59969984	59970044	82479795	82479795	0.14599569	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
15	83211507	102370055	NA	19158555	295729	2.02648247	294570	14493	73980	mappable	0.06911667	1	self	0.000405330136	0.00006389776	0.00995930063	0.08267372	0.08273761	83211507	83211507	102369997	102370113	0.15122540	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
15	102370055	102399920	NA	29866	462	2.16958046	426	0	133	mappable	NA	8	edge	0.010473893113	0.02777777778	0.05705432682	0.13453322	0.16231100	102369997	102370113	102399920	102399920	NA	missing	729901.36	NA	0.9447809	NA	NA	NA	NA	NA	NA	NA	NA	NA	TCNneutral
16	100010	260025	NA	160016	1582	2.16958046	1565	17	310	mappable	0.08188796	8	edge	0.021515289044	0.02941176471	0.10585432682	0.11568814	0.14509991	100010	100010	249955	270095	NA	missing	729901.36	38.2604611	0.9447809	NA	NA	NA	NA	NA	NA	NA	NA	NA	TCNneutral
16	260025	1294925	NA	1034901	17835	1.92355540	17626	735	3678	mappable	0.07673621	4	NA	0.007991437331	0.00105932203	0.03034567318	0.10009478	0.10115411	249955	270095	1279714	1310136	0.18495177	1	634797.79	33.2302685	0.8406149	NA	NA	0.00000000	0.961777699	0.9617777	1	1	1:1	2	TCNneutral
16	1294925	1319987	NA	25063	214	1.75063237	214	0	45	mappable	NA	NA	NA	NA	Inf	0.11384567318	0.13686189	Inf	1279714	1310136	1319966	1320008	NA	missing	546115.70	NA	0.7674000	NA	NA	NA	NA	NA	NA	NA	NA	NA	TCNneutral
16	1319987	2240809	NA	920823	15638	2.02648247	15580	299	3519	mappable	0.09120000	1	NA	0.017093360408	0.00280112045	0.01924567318	0.10094604	0.10374716	1319966	1320008	2240779	2240809	0.18265093	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
16	2240810	3890025	DEL	1649216	22405	1.03231837	22306	568	5329	mappable	0.94728929	2	NA	0.880193360408	0.00150150150	0.42104567318	0.09683660	0.09833810	2240810	2240840	3889915	3890025	0.97530309	2	361163.57	34.9893961	0.4632688	34.02873	0.9968863	0.99377256	0.003214349	1.0291040	1	0	1:0	1	DEL;LOH
16	3890026	3895654	NA	5629	74	1.56735237	73	0	22	mappable	NA	NA	NA	0.771518360408	1.00000000000	0.19144567318	0.16053087	1.16053087	3890026	3890136	3895547	3895654	NA	missing	542806.70	NA	0.6898000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16	3895655	16289940	DEL	12394294	240633	2.02648247	239688	11380	58963	mappable	0.06610577	1	self	0.000324799064	0.00008113590	0.00572428896	0.08487821	0.08495935	3895655	3895701	16289940	16289940	0.17142098	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
16	16870104	18169896	NA	1299793	20491	2.02648247	20405	851	5198	mappable	0.06910000	1	self	0.001985027075	0.00106723586	0.00554567318	0.09847438	0.09954162	16870104	16870104	18169896	18169896	0.14652751	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
16	18800044	23549914	NA	4749871	49752	2.02648247	49524	2042	12344	mappable	0.06814324	1	NA	0.000031639592	0.00044072279	0.00135432682	0.09017353	0.09061426	18800044	18800044	23549825	23550003	0.16233162	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
16	23549914	23569992	NA	20079	256	2.18946515	256	0	62	mappable	NA	NA	NA	NA	Inf	0.07195432682	0.13992472	Inf	23549825	23550003	23569976	23569992	NA	missing	676397.50	NA	0.9532000	NA	NA	NA	NA	NA	NA	NA	NA	NA	TCNneutral
16	23569993	29039945	NA	5469953	75299	2.02648247	74940	3279	18346	mappable	0.06700000	1	NA	0.000031639592	0.00027487631	0.00075432682	0.08935314	0.08962802	23569993	23570009	29039945	29039945	0.15363685	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
16	29670028	31959970	NA	2289943	17557	2.02648247	17472	468	4301	mappable	0.07588246	1	self	0.010108745023	0.00180831826	0.02195432682	0.09466613	0.09647445	29670028	29670028	31959970	31959970	0.17263991	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
16	32520030	32649899	NA	129870	3149	2.07538753	2739	1	1196	mappable	0.33333333	NA	NA	0.266390041824	0.00243309002	0.02365432682	0.11773911	0.12017220	32520030	32520030	32649899	32649899	NA	missing	1162143.70	77.4762468	0.9049000	NA	NA	NA	NA	NA	NA	NA	NA	NA	TCNneutral
16	33590105	34491860	NA	901756	5125	1.98303897	5055	18	1554	mappable	0.08458406	NA	NA	0.142412591177	0.01136363636	0.01544567318	0.10110008	0.11246372	33590105	33590105	34491627	34491860	NA	missing	732116.32	39.1918986	0.8658000	NA	NA	NA	NA	NA	NA	NA	NA	NA	TCNneutral
16	34491861	34492117	DUP	257	5	2.68687196	5	0	2	mappable	NA	NA	NA	NA	Inf	0.28255432682	0.24982436	Inf	34491861	34491933	34492110	34492117	NA	missing	909582.50	NA	1.1638000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16	34492118	34506230	ITX	14113	191	2.65002701	190	0	52	mappable	NA	NA	NA	0.308876850974	1.00000000000	0.26695432682	0.14508800	1.14508800	34492118	34492180	34506057	34506230	NA	missing	897478.34	NA	1.1482000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16	34506231	34509988	ITX	3758	70	2.59735763	69	0	12	mappable	NA	NA	NA	0.005981639592	1.00000000000	0.24465432682	0.16841043	1.16841043	34506231	34506257	34509936	34509988	NA	missing	880098.00	NA	1.1259000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16	34509989	35279959	NA	769971	10045	2.02648247	10034	76	3068	mappable	0.06450000	1	self	0.007706639592	0.01149425287	0.00884567318	0.10227854	0.11377279	34509989	34510041	35279959	35279959	0.14456488	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
16	46450014	46629587	NA	179574	1954	2.02648247	1953	6	597	mappable	0.07482637	1	self	0.003179285140	0.14285714286	0.01035432682	0.11458548	0.25744262	46450014	46450014	46629527	46629587	NA	missing	693452.99	35.7876681	0.8841938	NA	NA	NA	NA	NA	NA	NA	NA	NA	TCNneutral
16	46629588	46633777	CTX	4190	52	3.32173876	51	0	14	mappable	NA	NA	NA	0.045225825638	1.00000000000	0.55135432682	0.16621326	1.16621326	46629588	46629646	46633763	46633777	NA	missing	1138927.07	NA	1.4326000	NA	NA	NA	NA	NA	NA	NA	NA	NA	DUP
16	46633778	46651706	INV	17929	201	3.09211372	199	1	57	mappable	0.34482759	9	NA	0.278108799279	0.33333333333	0.51305432682	0.14154274	0.47487608	46633778	46633785	46651651	46651706	NA	missing	1023415.67	67.9827596	1.3353777	NA	NA	NA	NA	NA	NA	NA	NA	NA	DUP
16	46651707	78810004	NA	32158303	456838	2.02648247	455295	19933	115413	mappable	0.07187500	1	self	0.004187708483	0.00004656577	0.01936718411	0.08019668	0.08024325	46651707	46651733	78809963	78810045	0.22208732	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
16	78810004	82139973	NA	3329972	79451	2.16958046	79230	4099	19774	mappable	0.07408750	8	NA	0.006685249514	0.00023148148	0.06152876012	0.09230594	0.09253742	78809963	78810045	82139943	82140003	0.33973122	1	729901.36	38.2604611	0.9447809	NA	NA	0.00000000	1.084790228	1.0847902	1	1	1:1	2	TCNneutral
16	82139973	82150015	NA	10043	253	2.14472948	249	1	60	mappable	0.10256410	7	NA	0.113565246855	0.20000000000	0.00534567318	0.15044491	0.35044491	82139943	82140003	82149998	82150032	NA	missing	712108.32	38.4491405	0.9342591	NA	NA	NA	NA	NA	NA	NA	NA	NA	TCNneutral
16	82150015	83950006	NA	1799992	45392	2.16958046	45267	1962	11336	mappable	0.07308810	8	NA	0.005106518303	0.00047915668	0.05815432682	0.09624843	0.09672759	82149998	82150032	83949989	83950023	0.33400246	1	729901.36	38.2604611	0.9447809	NA	NA	0.00000000	1.084790228	1.0847902	1	1	1:1	2	TCNneutral
16	83950006	83989997	NA	39992	1012	2.14472948	1005	12	234	mappable	0.07011240	7	NA	0.108779275901	0.05263157895	0.12375432682	0.13082649	0.18345807	83949989	83950023	83989994	83989997	NA	missing	712108.32	38.4491405	0.9342591	NA	NA	NA	NA	NA	NA	NA	NA	NA	TCNneutral
16	83989998	85641870	NA	1651874	37115	2.16958046	36971	2041	8454	mappable	0.07709762	8	NA	0.008015653449	0.00045766590	0.05803727441	0.09682570	0.09728337	83989998	83990001	85641819	85641870	0.34924865	1	729901.36	38.2604611	0.9447809	NA	NA	0.00000000	1.084790228	1.0847902	1	1	1:1	2	TCNneutral
16	85641871	90109969	CTX	4468099	81591	1.03231837	81012	3619	18345	mappable	0.95210000	2	edge	0.887043360408	0.00023837902	0.36364567318	0.09053367	0.09077204	85641871	85641898	90109969	90109969	0.93894147	2	361163.57	34.9893961	0.4632688	34.02873	0.9968863	0.99377256	0.003214349	1.0291040	1	0	1:0	1	DEL;LOH
17	20080	78316	NA	58237	951	2.16958046	929	17	166	mappable	0.05030833	8	edge	0.016091342788	0.02564102564	0.09925432682	0.12634519	0.15198622	20080	20080	78232	78316	NA	missing	729901.36	38.2604611	0.9447809	NA	NA	NA	NA	NA	NA	NA	NA	NA	TCNneutral
17	78317	78666	CTX	350	6	2.31204546	5	0	1	mappable	NA	NA	NA	0.471086705732	1.00000000000	0.12385432682	0.23665247	1.23665247	78317	78366	78621	78666	NA	missing	732545.00	NA	1.0051000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17	78667	90008	CTX	11342	337	2.54468825	331	21	54	mappable	0.12288854	NA	NA	0.060982754347	0.03703703704	0.22235432682	0.14848485	0.18552189	78667	78803	89992	90024	NA	missing	764140.17	45.6361488	1.1036000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17	90008	18239982	NA	18149977	231491	2.02648247	230242	11043	55844	mappable	0.06925714	1	self	0.001554229186	0.00008135373	0.00115173605	0.08294121	0.08302257	89992	90024	18239982	18239982	0.17809958	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
17	18750212	22239986	NA	3489775	25848	2.02648247	25138	983	6328	mappable	0.07133235	1	self	0.004036217551	0.00059066745	0.00104567318	0.09201874	0.09260941	18750212	18750212	22239986	22239986	0.16527658	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
17	25390040	42856518	NA	17466483	195501	2.02648247	194631	8232	48300	mappable	0.07038056	1	NA	0.000423620846	0.00010986596	0.00054152282	0.08313213	0.08324200	25390040	25390040	42856450	42856518	0.15230276	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
17	42856519	42856519	ITX	1	0	0.00000000	0	0	NA	mappable	NA	NA	NA	NA	Inf	0.88124567318	Inf	Inf	42856519	42856519	42856519	42856519	NA	missing	NA	NA	0.0000000	NA	NA	0.00000000	0.000000000	0.0000000	0	0	NA	0	HomoDel
17	42856520	44156763	DUP	1300244	13792	3.97172144	13750	323	3469	mappable	0.49700000	NA	NA	0.427725325582	0.00273972603	0.82655432682	0.09847196	0.10121168	42856520	42856598	44156744	44156763	0.98032292	2	1262858.18	94.2431479	1.7078000	32.27695	0.7501040	0.50020810	0.992517104	2.9792043	3	1	3:1	4	DUP
17	44156764	44156962	CTX	199	1	4.05627588	1	0	0	mappable	NA	NA	NA	NA	Inf	0.86235432682	0.26189581	Inf	44156764	44156835	44156835	44156962	NA	missing	1359485.70	NA	1.7436000	NA	NA	NA	NA	NA	NA	NA	NA	NA	DUP
17	44156963	44229326	DEL	72364	886	4.16728309	884	23	234	mappable	0.46033826	NA	NA	0.379527401592	0.04000000000	0.90935432682	0.12389283	0.16389283	44156963	44156977	44219920	44229326	NA	missing	1376879.94	101.9248788	1.7906000	NA	NA	NA	NA	NA	NA	NA	NA	NA	DUP
17	44229327	44279982	DEL	50656	825	6.27027938	818	15	222	mappable	0.63743737	NA	NA	0.567272877005	0.04545454545	1.79975432682	0.12797178	0.17342633	44229327	44230078	44279982	44279982	NA	missing	2023577.17	165.6664828	2.6810000	NA	NA	NA	NA	NA	NA	NA	NA	NA	DUP
17	44790026	44832531	NA	42506	406	5.89946804	374	0	85	mappable	NA	NA	NA	0.592072317147	0.03125000000	1.64275432682	0.13007810	0.16132810	44790026	44790026	44832414	44832531	NA	missing	1983440.26	NA	2.5240000	NA	NA	NA	NA	NA	NA	NA	NA	NA	DUP
17	44832532	50890014	CTX	6057483	73762	6.01496278	73416	3235	18222	mappable	0.65666566	NA	NA	0.587912204180	0.00027925161	1.69165432682	0.08876940	0.08904865	44832532	44832598	50889963	50890014	0.96242834	2	1955961.11	161.8020185	2.5729000	33.18274	0.8305902	0.66118039	1.018993678	4.9959691	5	1	5:1	6	DUP
17	50890015	50910022	NA	20008	342	6.33900938	342	0	86	mappable	NA	NA	NA	NA	Inf	1.82885432682	0.13997477	Inf	50890015	50890066	50909955	50910089	NA	missing	2133597.45	NA	2.7101000	NA	NA	NA	NA	NA	NA	NA	NA	NA	DUP
17	50910022	53556241	NA	2646220	38176	6.08369278	38070	1640	9927	mappable	0.65981621	NA	NA	0.593518360408	0.00057273769	1.72075432682	0.09374047	0.09431321	50909955	50910089	53556166	53556241	0.95988493	2	2075924.43	171.9606743	2.6020000	34.82404	0.8316957	0.66339131	1.023911921	5.0597809	5	1	5:1	6	DUP
17	53556242	53586591	CTX	30350	375	7.00269082	372	38	82	mappable	0.70514308	NA	NA	0.633594865293	0.02439024390	2.10985432682	0.13432367	0.15871391	53556242	53556436	53579849	53586591	1.00000000	2	2365723.35	201.0689605	2.9911000	34.52295	0.8530169	0.70603373	1.029277439	5.9734134	6	1	6:1	7	DUP
17	53586592	55543971	CTX	1957380	27849	6.00834959	27763	941	7145	mappable	0.65627073	NA	NA	0.587586217551	0.00097370983	1.68885432682	0.09569153	0.09666524	53586592	53590225	55543961	55543971	0.87458178	2	2013155.48	166.0568923	2.5701000	34.19024	0.8282032	0.65640632	1.032215459	4.9761341	5	1	5:1	6	DUP
17	55543972	55544137	ITX	166	1	5.19114753	1	0	1	mappable	NA	NA	NA	NA	Inf	1.34285432682	0.27118499	Inf	55543972	55544082	55544082	55544137	NA	missing	1584731.20	NA	2.2241000	NA	NA	NA	NA	NA	NA	NA	NA	NA	DUP
17	55544138	73196049	DUP	17651915	219136	4.06991772	218158	9503	54590	mappable	0.48989555	NA	NA	0.420705072645	0.00009541074	0.86813019432	0.08307952	0.08317493	55544138	55544158	73159980	73196049	0.96824052	2	1344864.06	99.9394392	1.7493759	33.55600	0.7468143	0.49362851	1.030445145	3.0394726	3	1	3:1	4	DUP
17	73196050	81149937	CTX	7953888	116736	4.01305392	115865	5965	25923	mappable	0.49132742	NA	edge	0.421243360408	0.00014628438	0.84405432682	0.08724774	0.08739403	73196050	73200035	81149937	81149937	0.94441772	2	1235620.80	91.7161830	1.7253000	31.26047	0.7460023	0.49200454	1.019306595	2.9937473	3	1	3:1	4	DUP
18	130031	14119956	NA	13989928	212786	2.96483474	211918	12377	53132	mappable	0.32502935	3	edge	0.257505146629	0.00007550019	0.37599096034	0.08425350	0.08432900	130031	130031	14119956	14119956	0.93748040	2	1004421.01	66.2942800	1.2814883	34.21181	0.6633634	0.32672688	0.998071767	1.9667630	2	1	2:1	3	DUP
18	14119957	14910026	NA	790070	0	0.00000000	0	0	NA	mappable	NA	NA	NA	NA	Inf	0.88124567318	0.10208446	Inf	14119957	14119957	14910026	14910026	NA	missing	NA	NA	0.0000000	NA	NA	0.00000000	0.000000000	0.0000000	0	0	NA	0	HomoDel
18	14910027	14929888	NA	19862	364	2.78299948	364	0	97	mappable	NA	NA	NA	NA	Inf	0.32325432682	0.14007836	Inf	14910027	14910027	14929888	14929888	NA	missing	973325.10	NA	1.2045000	NA	NA	NA	NA	NA	NA	NA	NA	NA	DUP
18	18540053	20584777	NA	2044725	22760	2.96483474	22657	1061	5753	mappable	0.32995297	3	NA	0.258027843167	0.00085910653	0.39325432682	0.09540403	0.09626313	18540053	18540053	20579983	20584777	0.96981472	2	1004421.01	66.2942800	1.2814883	34.21181	0.6633634	0.32672688	0.998071767	1.9667630	2	1	2:1	3	DUP
18	20584778	33968188	INV	13383411	186957	2.96483474	186412	6986	48943	mappable	0.33217500	3	NA	0.263693360408	0.00013280212	0.39495432682	0.08448107	0.08461387	20584778	20600020	33968186	33968188	0.94599264	2	1004421.01	66.2942800	1.2814883	34.21181	0.6633634	0.32672688	0.998071767	1.9667630	2	1	2:1	3	DUP
18	33968189	46359940	CTX	12391756	176226	2.96483474	175670	8672	44948	mappable	0.33457692	3	NA	0.266557197065	0.00010836584	0.39599053317	0.08487928	0.08498764	33968189	33968230	46359860	46359940	0.95172646	2	1004421.01	66.2942800	1.2814883	34.21181	0.6633634	0.32672688	0.998071767	1.9667630	2	1	2:1	3	DUP
18	46359941	47110020	NA	750081	10321	3.09211372	10264	319	2581	mappable	0.34747187	9	NA	0.284660360906	0.00265957447	0.43056651556	0.10247641	0.10513598	46359941	46360021	47109959	47110081	0.95459313	2	1023415.67	67.9827596	1.3353777	33.45206	0.6675594	0.33511875	1.027944225	2.0641695	2	1	2:1	3	DUP
18	47110020	51268405	NA	4158386	65986	2.96483474	65733	2870	16841	mappable	0.34245000	3	NA	0.273968360408	0.00032020493	0.41285432682	0.09096039	0.09128060	47109959	47110081	51268348	51268405	0.95573027	2	1004421.01	66.2942800	1.2814883	34.21181	0.6633634	0.32672688	0.998071767	1.9667630	2	1	2:1	3	DUP
18	51268406	52939032	INV	1670627	22155	3.99274196	22059	1807	5490	mappable	0.50133811	NA	NA	0.432868360408	0.00052548607	0.83545432682	0.09674942	0.09727491	51268406	51268438	52938964	52939032	0.99209359	2	1374028.35	103.0521263	1.7167000	34.93624	0.7538730	0.50774601	0.982721572	3.0100204	3	1	3:1	4	DUP
18	52939033	78009968	CTX	25070945	395459	3.96586499	393512	22375	98725	mappable	0.50317710	NA	edge	0.433293065321	0.00004111504	0.82407472615	0.08136858	0.08140969	52939033	52939116	78009968	78009968	0.96596121	2	1347579.67	101.0684755	1.7053204	34.49240	0.7538993	0.50779851	0.976002329	2.9898627	3	1	3:1	4	DUP
19	260137	19328157	NA	19068022	211900	2.02648247	210380	10064	47733	mappable	0.07045909	1	edge	0.000670380212	0.00008634833	0.00441849246	0.08269708	0.08278342	260137	260137	19327896	19328157	0.16854472	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
19	19328158	19387025	DUP	58868	511	2.02648247	507	33	142	mappable	0.10099681	1	self	0.030792296578	0.02702702703	0.00775432682	0.12622122	0.15324825	19328158	19328224	19386812	19387025	0.31043417	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
19	19387026	24569972	DUP	5182947	44899	2.02648247	44380	1837	11758	mappable	0.06947500	1	self	0.001931639592	0.00042444822	0.01485432682	0.08966462	0.09008907	19387026	19387107	24569972	24569972	0.16626934	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
19	27750002	27995010	NA	245009	7021	2.16958046	6872	44	2418	mappable	0.04461250	8	NA	0.000972943940	0.00518134715	0.03855432682	0.11171640	0.11689774	27750002	27750002	27989986	28000034	0.14274960	1	729901.36	38.2604611	0.9447809	NA	NA	0.00000000	1.084790228	1.0847902	1	1	1:1	2	TCNneutral
19	27995010	43209995	NA	15214989	190819	2.02648247	190018	7415	46865	mappable	0.06845000	1	NA	0.001693476322	0.00012172855	0.01278233620	0.08382585	0.08394757	27989986	28000034	43209995	43209995	0.15011449	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
19	43209996	43800005	NA	590010	0	0.00000000	0	0	NA	mappable	NA	NA	NA	NA	Inf	0.88124567318	0.10432761	Inf	43209996	43209996	43800005	43800005	NA	missing	NA	NA	0.0000000	NA	NA	0.00000000	0.000000000	0.0000000	0	0	NA	0	HomoDel
19	43800006	58981286	NA	15181281	161541	2.02648247	160554	7249	38088	mappable	0.07187500	1	NA	0.003393360408	0.00012141816	0.00084567318	0.08383709	0.08395851	43800006	43800006	58981285	58981286	0.17335505	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
19	58981287	59089999	NA	108713	1274	2.16958046	1255	57	251	mappable	0.10229853	8	edge	0.033462804852	0.01315789474	0.10295432682	0.11954455	0.13270244	58981287	58981288	59089999	59089999	0.01943107	1	729901.36	38.2604611	0.9447809	NA	NA	0.00000000	1.084790228	1.0847902	1	1	1:1	2	TCNneutral
2	20016	240011	NA	219996	3144	3.09211372	3130	169	772	mappable	0.32159473	9	edge	0.253113810357	0.00546448087	0.47605432682	0.11269436	0.11815884	20016	20016	239969	240053	0.96829737	2	1023415.67	67.9827596	1.3353777	33.45206	0.6675594	0.33511875	1.027944225	2.0641695	2	1	2:1	3	DUP
2	240011	4380051	NA	4140041	70293	2.96483474	69637	3458	16325	mappable	0.29539559	3	NA	0.226018360408	0.00024319066	0.34185432682	0.09098679	0.09122998	239969	240053	4379960	4380142	0.92160215	2	1004421.01	66.2942800	1.2814883	34.21181	0.6633634	0.32672688	0.998071767	1.9667630	2	1	2:1	3	DUP
2	4380051	4499982	NA	119932	2019	3.09211372	2013	130	504	mappable	0.31885799	9	NA	0.256918311244	0.00735294118	0.45185432682	0.11854060	0.12589354	4379960	4380142	4499963	4500001	0.91123211	2	1023415.67	67.9827596	1.3353777	33.45206	0.6675594	0.33511875	1.027944225	2.0641695	2	1	2:1	3	DUP
2	4499982	13720016	NA	9220035	142662	2.96483474	142066	7760	35275	mappable	0.29478017	3	NA	0.226018360408	0.00011967449	0.36065432682	0.08644409	0.08656377	4499963	4500001	13719985	13720016	0.91066047	2	1004421.01	66.2942800	1.2814883	34.21181	0.6633634	0.32672688	0.998071767	1.9667630	2	1	2:1	3	DUP
2	13720017	13779929	NA	59913	892	3.09211372	892	4	226	mappable	0.38809621	9	NA	0.319614567838	0.25000000000	0.44345432682	0.12601933	0.37601933	13720017	13720048	13779829	13780029	NA	missing	1023415.67	67.9827596	1.3353777	NA	NA	NA	NA	NA	NA	NA	NA	NA	DUP
2	13779929	25889976	NA	12110054	171635	2.96483474	171112	8054	43384	mappable	0.29234038	3	NA	0.222946386345	0.00011659088	0.36649489838	0.08499895	0.08511554	13779829	13780029	25889941	25890011	0.93444065	2	1004421.01	66.2942800	1.2814883	34.21181	0.6633634	0.32672688	0.998071767	1.9667630	2	1	2:1	3	DUP
2	25889976	25950087	NA	60112	706	3.14790619	692	41	152	mappable	0.22007585	NA	NA	0.155964335640	0.01818181818	0.47775432682	0.12598135	0.14416317	25889941	25890011	25949990	25950087	0.85846624	2	984116.72	60.7585103	1.3590000	31.60837	0.6196980	0.23939604	1.197154962	1.9507512	2	1	2:1	3	DUP
2	25950088	33159991	NA	7209904	100443	2.96483474	100068	4622	24920	mappable	0.29238724	3	NA	0.223906282854	0.00020012007	0.36735089303	0.08779034	0.08799046	25950088	25950185	33159973	33160009	0.93644060	2	1004421.01	66.2942800	1.2814883	34.21181	0.6633634	0.32672688	0.998071767	1.9667630	2	1	2:1	3	DUP
2	33159991	33180018	NA	20028	329	3.09211372	329	2	69	mappable	0.34234234	9	NA	0.273860702750	0.50000000000	0.46855432682	0.13996065	0.63996065	33159973	33160009	33179973	33180018	NA	missing	1023415.67	67.9827596	1.3353777	NA	NA	NA	NA	NA	NA	NA	NA	NA	DUP
2	33180019	34269976	NA	1089958	20455	2.96483474	20382	993	5199	mappable	0.29581282	3	NA	0.225786463856	0.00093808630	0.37235432682	0.09972157	0.10065966	33180019	33180064	34269887	34270065	0.94429532	2	1004421.01	66.2942800	1.2814883	34.21181	0.6633634	0.32672688	0.998071767	1.9667630	2	1	2:1	3	DUP
2	34269976	34279931	NA	9956	207	3.21427433	207	0	47	mappable	NA	NA	NA	NA	Inf	0.50585432682	0.15058710	Inf	34269887	34270065	34279810	34280052	NA	missing	1017240.00	NA	1.3871000	NA	NA	NA	NA	NA	NA	NA	NA	NA	DUP
2	34279931	45116954	NA	10837026	183208	2.96483474	182591	9715	46601	mappable	0.29153824	3	NA	0.223451389863	0.00009678668	0.36942734765	0.08558176	0.08567855	34279810	34280052	45116946	45116954	0.92660670	2	1004421.01	66.2942800	1.2814883	34.21181	0.6633634	0.32672688	0.998071767	1.9667630	2	1	2:1	3	DUP
2	45116955	74260023	CTX	29143071	430144	2.02648247	428634	22152	109938	mappable	0.06845000	1	NA	0.000008904302	0.00004226364	0.00147457539	0.08065606	0.08069832	45116955	45116973	74259894	74260023	0.13255093	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
2	74260024	74270091	NA	10068	129	2.15946959	129	0	29	mappable	NA	NA	NA	NA	Inf	0.05925432682	0.15040433	Inf	74260024	74260153	74269996	74270091	NA	missing	677762.90	NA	0.9405000	NA	NA	NA	NA	NA	NA	NA	NA	NA	TCNneutral
2	74270092	87059860	NA	12789770	185968	2.02648247	185420	7711	48739	mappable	0.06962500	1	NA	0.000595134445	0.00012109470	0.00086270353	0.08471530	0.08483639	74270092	74270187	87059860	87059860	0.12540361	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
